id	title	words	chars	text
546741244	A Modest Proposal	1389	9078	modest propo modest propo modest propo modest propo modest propo prevent children poor peopl burden parent countri make benefici public commonli refer modest propo juvenalian satir essay written publish anonym jonathan swift 1729 swift suggest impoverish irish might ea econom troubl sell children food rich gentlemen ladi thi satir hyperbol mock heartless attitud toward poor well irish polici gener english write phrase modest propo convent allu thi style straight face satir detail swift goe great
8989745	Alkali metal	6368	39614	alkali metal alkali metal alkali metal alkali metal alkali metal group period tabl consist chemic element lithium li sodium na potassium k rubidium rb caesium cs francium fr thi group lie block period tabl alkali metal outermost electron orbit alkali metal provid best exampl group trend properti period tabl element exhibit well charact homolog behaviour alkali metal veri similar properti shini soft highli reactiv metal standard temperatur pressur readili lose outermost electron form cation charg
548161086	Alphabet	2971	19182	alphabet alphabet alphabet alphabet alphabet standard set letter basic written symbol graphem use write one languag base gener principl letter repr phonem basic signif sound spoken languag thi contrast type write system syllabari charact repr syllabl logographi charact repr word morphem semant unit true alphabet ha letter vowel languag well conson first true alphabet thi sen believ greek alphabet modifi form phoenician alphabet type alphabet either vowel indic wa case phoenician alphabet system 
7852030	Atomic number	720	4540	atom number atom number atom number atom number explan superscript subscript seen atom number notat chemistri physic atom number also known proton number number proton found nucleu atom therefor ident charg number nucleu convent repr symbol z atom number uniqu identifi chemic element atom neutral charg atom number also equal number electron atom number z confu mass number number nucleon total number proton neutron nucleu atom number neutron n known neutron number atom thu z n sinc proton neutron
11555324	Anatomy	488	3448	anatomi anatomi anatomi anatomi anatomi lesson dr nicola tulp rembrandt show anatomi lesson take place amsterdam 1632 anatomi greek anatemn cut cut open ana upon temn cut branch biolog medicin consid plan structur live thing gener term includ human anatomi anim anatomi zootomi plant anatomi phytotomi facet anatomi close relat embryolog compar anatomi compar embryolog common root evolut anatomi subdivid gross anatomi macroscop anatomi microscop anatomi gross anatomi studi anatom structur suitabl 
14879048	Affirming the consequent	217	1219	affirm consequ affirm consequ affirm consequ affirm consequ affirm consequ sometim call conver error fallaci conver formal fallaci infer conver origin statement correspond argument ha gener form p q q therefor p argument thi form invalid e conclu fal even statement 1 2 true sinc p wa never assert onli suffici condit q factor could account q p wa fal put differ p impli q onli infer made non q impli non p non p non q design opposit proposit p q symbol p q non q non p name affirm consequ deriv prem
9840310	Andrei Tarkovsky	2572	16798	andrei tarkovski andrei tarkovski andrei tarkovski andrei tarkovski andrei arsenyevich tarkovski 4 april 1932 29 decemb 1986 wa soviet russian filmmak writer film editor film theorist theatr opera director tarkovski film includ andrei rublev solari mirror stalker direct first five hi seven featur film soviet union hi last two film produc itali sweden respect charact spiritu metaphi theme long take lack convent dramat structur distinct author use cinematographi film director ingmar bergman said t
10434788	Ambiguity	2219	14517	ambigu ambigu ambigu ambigu sir caterpillar lewi carrol alic adventur wonderland note ambigu central figur whose head view human male face point nose pointi chin head end actual caterpillar first two right true leg visibl see long nose chin least look exactli like nose chin realli two leg know caterpillar ha got quantiti leg see carrol lewi nurseri alic dover public 1966 p 27 ambigu inform word pictur media abil express one interpret gener contrast vagu specif distinct interpret permit although 
839494	Aardvark	803	5165	aardvark aardvark aardvark aardvark aardvark orycteropu afer medium size burrow nocturn mammal nativ africa onli live speci order tubulidentata although prehistor speci genera tubulidentata known name taxonomi sometim colloqui call antbear craddock et al 2011 anteat cape anteat cape good hope name come earlier afrikaan mean earth pig ground pig aard earth ground varken pig becau burrow habit similar origin name groundhog aardvark close relat pig rather sole recent repr obscur mammalian order tub
7226930	Aardwolf	576	3749	aardwolf aardwolf aardwolf aardwolf aardwolf protel cristata small insectivor mammal nativ east africa southern africa name mean earth wolf afrikaan dutch languag also call maanhaar jackal maanhaar oxford english dictionari aardwolf famili hyena unlik rel aardwolf doe hunt larg anim instead eat insect mainli termit one aardwolf eat 200 000 termit dure singl night use long sticki tongu captur aardwolf onli surviv speci mammalian subfamili protelina two subspeci protel cristatu cristatu southern a
160367	Adobe	1738	10596	adob adob adob adob renew surfac coat adob wall new mexico adob definit adob oxford dictionari onlin retriev 25 decemb 2010 arab natur build materi made sand clay water kind fibrou organ materi stick straw manur builder shape brick use frame dri sun adob build similar cob mudbrick build adob structur extrem durabl account oldest exist build world hot climat compar wooden build adob build offer signif advantag due greater thermal mass known particularli suscept earthquak damag case adob structur 
455421	Adventure	248	1629	adventur adventur adventur adventur north pole expedit 1893 96 adventur excit unusu experi may also bold usual riski undertak uncertain outcom dictionari com unabridg retriev 4 januari 2011 adventur may activ potenti physic danger skydiv mountain climb particip extrem sport term also broadli refer ani enterpri potenti fraught physic financ psycholog risk busi ventur love affair major life undertak adventur experi creat psycholog physiolog arou interpret neg e g fear posit e g flow detriment stat
16479958	Asia	4937	30376	asia asia asia asia asia world largest popul contin locat primarili eastern northern hemisph cover 8 7 earth total surfac area compri 30 land area approxim 4 3 billion peopl host 60 world current human popul asia ha high growth rate modern era instanc dure 20th centuri asia popul nearli quadrupl asia defin compri eastward four fifth eurasia locat east suez canal ural river ural mountain south caucasu mountain kuma manych depress caspian black sea europ pp 68 9 asia pp 90 1 commonli accept divi a
11555324	Aruba	2424	15657	aruba aruba aruba aruba aruba 33 kilomet long 20 nbsp mi island lesser antil southern caribbean sea locat north coast venezuela togeth bonair cura ao form group refer abc island leeward antil southern island chain lesser antil collect aruba dutch island antil commonli refer netherland antil dutch antil along netherland cura ao sint maarten aruba one four constitu countri form kingdom netherland citizen share singl nation dutch aruba ha administr subdivi censu purpo divid eight region capit oranj
264323	Articles of Confederation	3866	25175	articl conf articl conf articl conf articl conf articl conf formal articl conf perpetu union wa agreement among 13 found state establish unit state america conf sovereign state serv first constitut draft contin congress began mid 1776 approv version wa sent state ratif late 1777 formal ratif 13 state wa complet earli 1781 even yet ratifi articl provid domest intern legitimaci contin congress direct american revolutionari war conduct diplomaci europ deal territori issu indian relat nevertheless w
6196082	Atlantic Ocean	2740	17281	atlant ocean atlant ocean atlant ocean atlant ocean atlant ocean includ arctic region thi video wa taken crew iss pass start north east island newfoundland north atlant ocean central africa south sudan atlant ocean second largest world ocean divi total area new encyclopaedia britannica volum 2 encyclopaedia britannica 1974 p 294 cover approxim 20 percent earth surfac 29 percent water surfac area first part name refer atla greek mytholog make atlant sea atla oldest known mention atlant histori he
447615	Arthur Schopenhauer	6171	39980	arthur schopenhau arthur schopenhau arthur schopenhau arthur schopenhau schopenhau birthplac nbsp hou gda sk danzig ul w ducha formerli heiligegeistgass grave frankfurt hauptfriedhof arthur schopenhau 22 februari 1788 nbsp 21 septemb 1860 wa german philosoph best known hi book world repr claim world driven continu dissatisfi continu seek satisfact influenc eastern thought maintain truth wa recogn sage india arthur schopenhau world repr vol 1 tran e payn new york dover publish inc 1969 3 consequ 
11555324	Angola	5649	35861	angola angola angola angola infobox countri convent long name republ angola nativ name rep blica de angola repubilika ya ngola common name angola imag flag flag angola svg imag coat coat arm angola svg symbol type emblem nation anthem imag map angola orthograph project svg capit luanda latd 8 latm 50 latn longd 13 longm 20 longew e largest citi capit offici languag portugu nation languag region languag languag type languag ethnic group ethnic group year 2000 demonym angolan govern type unitari p
7304691	Demographics of Angola	1206	6308	demograph angola demograph angola demograph angola demograph angola thi articl demograph featur popul angola includ popul densiti ethnic educ level health populac econom statu religi affili aspect popul demograph fao year 2005 number inhabit thousand ethnic three main group distinguish speak bantu languag ovimbundu repr 37 popul ambundu 25 bakongo 13 numer import group includ close interrel chokw lunda ganguela nhaneca humb case classif term stand varieti small group ovambo herero xindonga scatt
28830	Politics of Angola	845	5367	polit angola polit angola polit angola polit angola sinc adopt new constitut earli 2010 polit angola take place framework presidenti republ wherebi presid angola head state head govern multi parti system execut power exerci govern legisl power vest presid govern parliament angola chang one parti marxist leninist system rule popular movement liber angola mpla place sinc independ 1975 multiparti democraci base new constitut adopt 1992 year first parliamentari presidenti elect held former mpla won 
11916782	Economy of Angola	2034	12740	economi angola economi angola economi angola economi angola economi angola one fastest grow economi world birgitt refslund rensen marc vincent caught border respon strategi intern displac 2001 page 17 economist assert 2001 2010 angola annual averag gdp growth wa 11 1 percent http www economist com blog dailychart 2011 01 daili chart retriev januari 6 2011 still recov angolan civil war plagu angola independ 1975 2002 despit exten oil ga resourc diamond hydroelectr potenti rich agricultur land ang
